trimestre,canalAcesso,produto,acessoATM,qtdTransacoes,valorTransacoes
20252,Posto de Atendimento Cooperativo,Outras Financeiras,Não aplicável,317532,"8421762257,93"
20252,Correspondentes no País,Outras Financeiras,Não aplicável,387808,"722859685,45"
20252,ATM,Saque,ATM/Acesso aberto/Cartão terceiro,205283912,"74844070196,77"
20252,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão próprio,6734860,"4336753717,49"
20252,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão próprio,2250435,"3782123161,19"
20252,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão próprio,2875950,0
20252,Telefone Celular,Consulta Saldo/Extrato,Não aplicável,25410191092,0
20252,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão terceiro,206376,"75217567,73"
20252,Correspondentes no País,Consulta Saldo/Extrato,Não aplicável,13670248,0
20252,Agências,Ordem de Transferência de Crédito,Não aplicável,52006242,"3141568257132,34"
20252,Correspondentes no País,Empréstimos e Financiamentos,Não aplicável,92943409,"88945150390,43"
20252,Correspondentes no País,Pix,Não aplicável,364,"1956,33"
20252,Posto de Atendimento Cooperativo,Empréstimos e Financiamentos,Não aplicável,866,"10659917,32"
20253,Agências,Depósito,Não aplicável,25184637,"2652786435128,81"
20253,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão próprio,604791,"25035417847,28"
20253,ATM,Saque,ATM/Acesso aberto/Cartão terceiro,196708582,"70741333460,43"
20253,Agências,Boletos e Convênios,Não aplicável,17046269,"104740529829,63"
20253,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão terceiro,70302131,500
20253,Centrais de Atendimento,Pix,Não aplicável,164,"373396,42"
20253,Agências,Outras não Financeiras,Não aplicável,38270806,0
20253,ATM,Depósito,ATM/Acesso aberto/Cartão próprio,26871291,"31208010002,42"
20253,ATM,Outras não Financeiras,ATM/Acesso restrito,59948472,0
20253,Correspondentes no País,Outras não Financeiras,Não aplicável,675480,0
20253,Centrais de Atendimento,Boletos e Convênios,Não aplicável,10079,"10016438,63"
20253,Telefone Celular,Outras Financeiras,Não aplicável,315307260,"486245192530,69"
20253,ATM,Empréstimos e Financiamentos,ATM/Acesso restrito,6289063,"2522445858,96"
20253,ATM,Saques via Pix,ATM/Acesso restrito,41,34120
20253,Internet Banking,Empréstimos e Financiamentos,Não aplicável,37442394,"77951243726,37"
20253,Telefone Celular,Boletos e Convênios,Não aplicável,841195533,"713717698406,26"
20253,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão terceiro,80632,"133628605,32"
20253,Internet Banking,Saques via Pix,Não aplicável,45,"13447,79"
20253,Correspondentes no País,Consulta Saldo/Extrato,Não aplicável,13190457,0
20253,ATM,Ordem de Transferência de Crédito,ATM/Acesso restrito,7191785,"18707126429,39"
20253,Posto de Atendimento Cooperativo,Saque,Não aplicável,92027779,"24696170756,82"
20253,Agências,Pix,Não aplicável,141703341,"28428040282,28"
20253,ATM,Saque,ATM/Acesso restrito,166794812,"121270967312,93"
20253,Internet Banking,Outras Financeiras,Não aplicável,636651335,"1732012975627,08"
20253,ATM,Pix,ATM/Acesso aberto/Cartão terceiro,1617595,"646555753,96"
20253,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão terceiro,188317,"68316313,18"
20253,Correspondentes no País,Outras Financeiras,Não aplicável,552577,"1014411089,42"
20253,Telefone Celular,Empréstimos e Financiamentos,Não aplicável,161476088,"118500350526,13"
20253,Telefone Celular,Consulta Saldo/Extrato,Não aplicável,25097420907,0
20253,ATM,Depósito,ATM/Acesso restrito,65032224,"65022084493,19"
20253,Agências,Saque,Não aplicável,25935105,"168647809433,45"
20253,Posto de Atendimento Cooperativo,Depósito,Não aplicável,36951710,"24252203650,75"
20253,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão próprio,2655540,0
20253,Agências,Ordem de Transferência de Crédito,Não aplicável,52957031,"3358592763937,3"
20253,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão próprio,2027599,"3445648364,6"
20253,Centrais de Atendimento,Consulta Saldo/Extrato,Não aplicável,9879473,0
20253,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão próprio,123520809,0
20253,Posto de Atendimento Cooperativo,Empréstimos e Financiamentos,Não aplicável,1622,"19758983,58"
20253,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão próprio,322942,"350650264,93"
20253,Centrais de Atendimento,Ordem de Transferência de Crédito,Não aplicável,308539,"6584444841,18"
20253,ATM,Outras Financeiras,ATM/Acesso restrito,1136139,"4239493781,41"
20253,Internet Banking,Consulta Saldo/Extrato,Não aplicável,1146230235,0
20253,Telefone Celular,Pix,Não aplicável,17968594877,"4252390275295,05"
20253,Posto de Atendimento Cooperativo,Ordem de Transferência de Crédito,Não aplicável,366032,"29440750581,43"
20253,Correspondentes no País,Ordem de Transferência de Crédito,Não aplicável,426277,"1228942489,98"
20253,Correspondentes no País,Boletos e Convênios,Não aplicável,202519560,"84082198103,87"
20253,ATM,Saque,ATM/Acesso aberto/Cartão próprio,50400143,"35353700866,47"
20253,Posto de Atendimento Cooperativo,Outras Financeiras,Não aplicável,367351,"9074243767,26"
20253,Centrais de Atendimento,Outras Financeiras,Não aplicável,311341,"136855752356,87"
20253,ATM,Boletos e Convênios,ATM/Acesso restrito,14260144,"11878971131,66"
20253,Internet Banking,Outras não Financeiras,Não aplicável,1368169259,0
20253,Internet Banking,Ordem de Transferência de Crédito,Não aplicável,182386008,"6367535747556,61"
20253,Internet Banking,Boletos e Convênios,Não aplicável,325851396,"1463901196469,72"
20253,Posto de Atendimento Cooperativo,Pix,Não aplicável,170,"26815846,42"
20253,Internet Banking,Pix,Não aplicável,299395787,"2484473858238,17"
20253,Telefone Celular,Saques via Pix,Não aplicável,3945927,"1140979035,63"
20253,Telefone Celular,Outras não Financeiras,Não aplicável,13662847786,0
20253,Centrais de Atendimento,Empréstimos e Financiamentos,Não aplicável,887066,"25424466112,62"
20253,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão terceiro,28079,"41404317,87"
20253,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão terceiro,2582,"6204,5"
20253,Agências,Consulta Saldo/Extrato,Não aplicável,101586737,0
20253,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão terceiro,13539,0
20253,Correspondentes no País,Empréstimos e Financiamentos,Não aplicável,103888569,"101774079917,3"
20253,Telefone Celular,Ordem de Transferência de Crédito,Não aplicável,373387788,"816498826116,8"
20253,ATM,Depósito,ATM/Acesso aberto/Cartão terceiro,7744753,"5577889138,47"
20253,Correspondentes no País,Depósito,Não aplicável,86577686,"68719165809,92"
20253,Correspondentes no País,Pix,Não aplicável,8,"105,88"
20253,ATM,Consulta Saldo/Extrato,ATM/Acesso restrito,126810941,0
20253,Correspondentes no País,Saque,Não aplicável,97853102,"66484065796,85"
20253,Agências,Empréstimos e Financiamentos,Não aplicável,175757899,"524842599678,87"
20253,Centrais de Atendimento,Outras não Financeiras,Não aplicável,11536635,0
20253,Posto de Atendimento Cooperativo,Boletos e Convênios,Não aplicável,58444829,"71657760202,3"
20253,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão próprio,6097710,"3953258084,78"
20253,Agências,Outras Financeiras,Não aplicável,265471285,"4321401588420,04"
20254,Telefone Celular,Consulta Saldo/Extrato,Não aplicável,27557478738,0
20254,ATM,Saque,ATM/Acesso aberto/Cartão terceiro,197199948,"72797700642,44"
20254,Agências,Empréstimos e Financiamentos,Não aplicável,158051259,"537883285988,19"
20254,Agências,Saque,Não aplicável,25873532,"174592094876,91"
20254,Telefone Celular,Saques via Pix,Não aplicável,4413220,"1323496015,93"
20254,Agências,Boletos e Convênios,Não aplicável,15215440,"112128170660,42"
20254,Posto de Atendimento Cooperativo,Depósito,Não aplicável,39191167,"24990101922,72"
20254,Telefone Celular,Ordem de Transferência de Crédito,Não aplicável,419494054,"921954782458,1"
20254,ATM,Depósito,ATM/Acesso aberto/Cartão próprio,25381845,"30152716149,13"
20254,ATM,Outras Financeiras,ATM/Acesso restrito,1130306,"11211696309,84"
20254,Centrais de Atendimento,Outras não Financeiras,Não aplicável,11654404,0
20254,Posto de Atendimento Cooperativo,Boletos e Convênios,Não aplicável,59127600,"74090283344,86"
20254,Internet Banking,Ordem de Transferência de Crédito,Não aplicável,213687571,"7381485555855,65"
20254,Internet Banking,Saques via Pix,Não aplicável,62,"24273,77"
20254,Internet Banking,Consulta Saldo/Extrato,Não aplicável,1112366895,0
20254,Centrais de Atendimento,Boletos e Convênios,Não aplicável,9650,"10600679,42"
20254,Correspondentes no País,Pix,Não aplicável,84,"1200,07"
20254,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão próprio,270545,"275993607,2"
20254,Correspondentes no País,Ordem de Transferência de Crédito,Não aplicável,480660,"1384444809,7"
20254,Agências,Depósito,Não aplicável,23936039,"2494818767504,8"
20254,Agências,Pix,Não aplicável,189032348,"41238750691,24"
20254,Posto de Atendimento Cooperativo,Empréstimos e Financiamentos,Não aplicável,2291,"20201657,71"
20254,ATM,Depósito,ATM/Acesso aberto/Cartão terceiro,8176132,"5975378773,96"
20254,Agências,Outras não Financeiras,Não aplicável,36238564,0
20254,ATM,Consulta Saldo/Extrato,ATM/Acesso restrito,127453888,0
20254,Posto de Atendimento Cooperativo,Outras Financeiras,Não aplicável,405303,"11842274296,02"
20254,Correspondentes no País,Outras Financeiras,Não aplicável,491581,"897755148,36"
20254,Centrais de Atendimento,Empréstimos e Financiamentos,Não aplicável,941112,"23099981181,44"
20254,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão terceiro,31334,"50865585,19"
20254,Agências,Outras Financeiras,Não aplicável,300738974,"4492866850561,97"
20254,Centrais de Atendimento,Pix,Não aplicável,224,"213879,95"
20254,Posto de Atendimento Cooperativo,Pix,Não aplicável,105,"28381318,38"
20254,Centrais de Atendimento,Outras Financeiras,Não aplicável,468271,"119633923483,42"
20254,Correspondentes no País,Outras não Financeiras,Não aplicável,625829,0
20254,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão próprio,1967641,"3314190725,7"
20254,Correspondentes no País,Boletos e Convênios,Não aplicável,198740554,"83279531999,54"
20254,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão terceiro,67123,"112076349,18"
20254,Posto de Atendimento Cooperativo,Ordem de Transferência de Crédito,Não aplicável,330145,"27450370053,03"
20254,Telefone Celular,Outras não Financeiras,Não aplicável,10880478418,0
20254,Internet Banking,Boletos e Convênios,Não aplicável,323416787,"1580915150078,87"
20254,Telefone Celular,Empréstimos e Financiamentos,Não aplicável,163947481,"124641464953,94"
20254,Centrais de Atendimento,Ordem de Transferência de Crédito,Não aplicável,194041,"6877079080,15"
20254,ATM,Saque,ATM/Acesso aberto/Cartão próprio,55043663,"39304704194,52"
20254,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão próprio,403513,"19369666994,53"
20254,Agências,Consulta Saldo/Extrato,Não aplicável,90479228,0
20254,ATM,Empréstimos e Financiamentos,ATM/Acesso restrito,6311942,"2452698254,65"
20254,ATM,Ordem de Transferência de Crédito,ATM/Acesso restrito,7143988,"18180280593,08"
20254,Correspondentes no País,Empréstimos e Financiamentos,Não aplicável,115839519,"112704635883,63"
20254,Agências,Ordem de Transferência de Crédito,Não aplicável,58991098,"3480054196314,2"
20254,Internet Banking,Empréstimos e Financiamentos,Não aplicável,40285728,"107883297106,4"
20254,Internet Banking,Outras Financeiras,Não aplicável,729175004,"1872582002420,86"
20254,Telefone Celular,Boletos e Convênios,Não aplicável,850592937,"797445556993,14"
20254,Internet Banking,Outras não Financeiras,Não aplicável,1322726475,0
20254,ATM,Boletos e Convênios,ATM/Acesso restrito,13001389,"11178109589,44"
20254,Correspondentes no País,Consulta Saldo/Extrato,Não aplicável,13588925,0
20254,Posto de Atendimento Cooperativo,Saque,Não aplicável,98655425,"25257692894,61"
20254,ATM,Outras não Financeiras,ATM/Acesso restrito,57172067,0
20254,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão terceiro,168733,"62852373,48"
20254,ATM,Pix,ATM/Acesso aberto/Cartão terceiro,1699644,"704628179,8"
20254,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão próprio,127775551,0
20254,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão próprio,2277184,0
20254,Telefone Celular,Outras Financeiras,Não aplicável,342364817,"523476190023,5"
20254,Internet Banking,Pix,Não aplicável,318288097,"2624698313279,84"
20254,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão terceiro,71165560,0
20254,Telefone Celular,Pix,Não aplicável,19775672734,"4663255875801,33"
20254,ATM,Saque,ATM/Acesso restrito,168641823,"124850387990,75"
20254,Correspondentes no País,Saque,Não aplicável,96475211,"66188526542,16"
20254,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão terceiro,12110,0
20254,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão próprio,5484383,"3689139092,67"
20254,ATM,Depósito,ATM/Acesso restrito,63377962,"63732263118,18"
20254,Correspondentes no País,Depósito,Não aplicável,85740854,"70969048263,91"
20254,Centrais de Atendimento,Consulta Saldo/Extrato,Não aplicável,9939078,0
20254,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão terceiro,1590,5954
20261,Telefone Celular,Saques via Pix,Não aplicável,3694628,"1206192630,66"
20261,Correspondentes no País,Outras Financeiras,Não aplicável,512291,"979272696,53"
20261,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão terceiro,26245,"40596003,35"
20261,Agências,Outras não Financeiras,Não aplicável,34273814,0
20261,Centrais de Atendimento,Ordem de Transferência de Crédito,Não aplicável,178782,"7454889760,58"
20261,Posto de Atendimento Cooperativo,Outras Financeiras,Não aplicável,436416,"11248992627,79"
20261,Internet Banking,Consulta Saldo/Extrato,Não aplicável,1104518007,0
20261,Posto de Atendimento Cooperativo,Empréstimos e Financiamentos,Não aplicável,739,"11688131,9"
20261,Internet Banking,Outras não Financeiras,Não aplicável,1384598280,0
20261,Correspondentes no País,Saque,Não aplicável,86917328,"61615270185,52"
20261,ATM,Empréstimos e Financiamentos,ATM/Acesso restrito,7474377,"2392627314,92"
20261,Telefone Celular,Ordem de Transferência de Crédito,Não aplicável,417146120,"792829891324,59"
20261,Posto de Atendimento Cooperativo,Ordem de Transferência de Crédito,Não aplicável,295583,"22443752285,19"
20261,Correspondentes no País,Outras não Financeiras,Não aplicável,638878,0
20261,Centrais de Atendimento,Empréstimos e Financiamentos,Não aplicável,644196,"20959636129,87"
20261,ATM,Saque,ATM/Acesso restrito,149656755,"114029513020,12"
20261,Correspondentes no País,Boletos e Convênios,Não aplicável,196505356,"82390684838,51"
20261,Agências,Consulta Saldo/Extrato,Não aplicável,86205021,0
20261,Agências,Ordem de Transferência de Crédito,Não aplicável,50995720,"3073847669115,9"
20261,Internet Banking,Ordem de Transferência de Crédito,Não aplicável,183732233,"6728187470957,61"
20261,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão terceiro,10683,0
20261,Telefone Celular,Empréstimos e Financiamentos,Não aplicável,147456147,"124913278938,38"
20261,Telefone Celular,Consulta Saldo/Extrato,Não aplicável,28843156928,0
20261,ATM,Saque,ATM/Acesso aberto/Cartão terceiro,179637061,"67367783231,55"
20261,Posto de Atendimento Cooperativo,Pix,Não aplicável,129,"33517112,78"
20261,Agências,Boletos e Convênios,Não aplicável,14671808,"106002501044,49"
20261,Internet Banking,Boletos e Convênios,Não aplicável,358102141,"1365296613446,74"
20261,Centrais de Atendimento,Consulta Saldo/Extrato,Não aplicável,9763990,0
20261,Agências,Empréstimos e Financiamentos,Não aplicável,144164863,"453848447708,05"
20261,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão próprio,242344,"265250448,54"
20261,ATM,Saque,ATM/Acesso aberto/Cartão próprio,48866193,"35518681448,03"
20261,ATM,Depósito,ATM/Acesso aberto/Cartão terceiro,8167601,"5925933388,36"
20261,Posto de Atendimento Cooperativo,Saque,Não aplicável,93925788,"24351693631,23"
20261,Centrais de Atendimento,Outras Financeiras,Não aplicável,424531,"125784908907,01"
20261,ATM,Boletos e Convênios,ATM/Acesso restrito,13445489,"11689738533,8"
20261,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão terceiro,65740415,0
20261,Internet Banking,Saques via Pix,Não aplicável,52,"21744,07"
20261,ATM,Consulta Saldo/Extrato,ATM/Acesso restrito,122584239,0
20261,Correspondentes no País,Ordem de Transferência de Crédito,Não aplicável,448660,"2133369874,08"
20261,Internet Banking,Outras Financeiras,Não aplicável,663056575,"1803518719897,82"
20261,Telefone Celular,Outras não Financeiras,Não aplicável,8488410195,0
20261,Posto de Atendimento Cooperativo,Boletos e Convênios,Não aplicável,56062789,"69422645652,26"
20261,ATM,Pix,ATM/Acesso aberto/Cartão terceiro,1645496,704366329
20261,ATM,Outras não Financeiras,ATM/Acesso aberto/Cartão próprio,1968373,0
20261,ATM,Consulta Saldo/Extrato,ATM/Acesso aberto/Cartão próprio,117599726,0
20261,Internet Banking,Pix,Não aplicável,309751514,"2487197524951,99"
20261,ATM,Ordem de Transferência de Crédito,ATM/Acesso aberto/Cartão próprio,1708287,"2690516728,65"
20261,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão terceiro,1296,5759
20261,Agências,Depósito,Não aplicável,22179945,"2481937238682,42"
20261,Correspondentes no País,Depósito,Não aplicável,77718888,"63550975093,38"
20261,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão terceiro,151618,"57022729,66"
20261,Telefone Celular,Pix,Não aplicável,18645846549,"4384549306153,77"
20261,Agências,Pix,Não aplicável,203884098,"42271785441,96"
20261,ATM,Depósito,ATM/Acesso aberto/Cartão próprio,22931814,"27265992896,07"
20261,Telefone Celular,Outras Financeiras,Não aplicável,298142260,"367718507356,63"
20261,Correspondentes no País,Consulta Saldo/Extrato,Não aplicável,12694455,0
20261,Centrais de Atendimento,Boletos e Convênios,Não aplicável,8874,"8711104,03"
20261,Correspondentes no País,Empréstimos e Financiamentos,Não aplicável,120299858,"110946071522,53"
20261,Agências,Outras Financeiras,Não aplicável,289485858,"4168254475685,24"
20261,Agências,Saque,Não aplicável,23430093,"158353250741,33"
20261,ATM,Ordem de Transferência de Crédito,ATM/Acesso restrito,6328818,"15767480070,38"
20261,ATM,Boletos e Convênios,ATM/Acesso aberto/Cartão próprio,5161072,"3606836720,04"
20261,ATM,Outras não Financeiras,ATM/Acesso restrito,50058806,0
20261,Centrais de Atendimento,Outras não Financeiras,Não aplicável,14500399,0
20261,Posto de Atendimento Cooperativo,Depósito,Não aplicável,36952032,"22622820303,49"
20261,ATM,Outras Financeiras,ATM/Acesso aberto/Cartão próprio,328259,"15031455475,32"
20261,ATM,Depósito,ATM/Acesso restrito,59842036,"60640702786,85"
20261,Telefone Celular,Boletos e Convênios,Não aplicável,839161016,"827051414731,41"
20261,Centrais de Atendimento,Pix,Não aplicável,135,"91228,67"
20261,ATM,Empréstimos e Financiamentos,ATM/Acesso aberto/Cartão terceiro,65282,"70165605,72"
20261,ATM,Outras Financeiras,ATM/Acesso restrito,1006243,"4923520221,59"
20261,Internet Banking,Empréstimos e Financiamentos,Não aplicável,41010140,"82325256425,07"
